username,rating,comment
thihen_1995,1,Rất không đáng tiền 
thihoanguyen088,1,Đặt 2 cây ship có 1 cây ??? Nhắn tin thì trả lời chậm từ trước tết đến bây giờ mới trả lời. Đặt hàng lại thì bảo vẫn phải trả tiền?? Chán cách CSKH thực sự. Còn bảo nếu muốn nhận son phải thay đổi rate
thikhanh468,1,"Chất kem ko đẹp, bị bột, ko lì lắm d Ship nhiệt tình, giao nhanh"
thingcoanh,2,"Độ bền màu:trôi nhanh

Màu không giống như hình 😔"
thinguyen370,2,gửi nhầm màu và loại son
thinguyeny,5,"Công dụng:cHất son đẹp lên màu chuẩn check được nhaa mịnnnnnnnnnnnn củng ưngg
Độ bền màu:90/100

Hình ảnh minh hoạ thoy còn son đẹp thiệc"
thinhhoang639,1,rất không hài lòng.
thinhiyenbui,5,"Độ bền màu:ngon
Công dụng:ngon

Xời!! toẹt vời 👍🏻"
thinhkenpr,5,"Công dụng:làm đẹp
Độ bền màu:tốt

Hàng mall nên chất lượng rất ổn. Giá cả cũng vừa phải"
thinhung910,1,màu son này quá kén ng đánh lên sẽ bị màu hồng và cảm giác đánh xong môi sẽ bị khô và thâm môi nha mn xem xét kĩ màu son này nha dùng khá tốn
thinkim368,4,"Lợi ích:tô mỏ

Cây màu đỏ màu hơi khác
Nhưng ship là ông ship ruột nên cho 4 sao
Son dưỡng có màu thì hơi lạ :))
Son dưỡng thơm mùi dâu lắm màu đỏ hơi xấu"
thinlinhhchn876,1,Shipper thái độ với khách hàng cho 1 sao:)
thinngc733,1,"Độ bền màu:tốt

Hàng tốt chất lượng nhưng shipper quá tệ, chửi khách, giao hàng không báo trước, nói chung dịch vụ giao hàng quá tệ"
thinngcdipl,4,độ bền màu không biết công dụng trét lên mỏ đó đặt hộ nên không biết chất lượng ntn hình ảnh chỉ mang tc nhận xu
thinthu712,4,độ bền màu cx ok công dụng để ăn kh giống màu trên hình lắm
thiphuongxu1234,1,rất không hài lòng.
thiquy68,3,quên chụp ảnh nên lấy đỡ ảnh này son dưỡng ko đc như kỳ vọng màu hơi hắc bóng bẩy và ko hề lên màu một chút nào nhìn như son bóng bt hơi thất vọng
thithaophuongphan,1,Chọn một màu mà về ra một màu Màu cam đất nhạt chứ Tệdhjfddcvkjccfgcvh Mùi siêu thơm nma màu thì.....
thithuongpham05,4,son xinh lắm thơm nữa vận chuyển giao hàng nhanh sẽ ủng hộ shop ở sản phẩm tiếp theo
thitoi2470,1,Haizzz chưa mua sp nà mà tệ như zậy á😔. Màu son ko đúng như trong hình 😔 nma đc cái son rất thơm 😫
thitrnphm136,4,"Công dụng:làm đẹp

đóng gói khá sơ sài nắp son kh chắc chắn màu giống mô tả"
thiuyan,1,Sai màu
thivann98,5,son thơm mịn xài sướng lắm ạ
thlanphm657,3,hơi thất vọng về f03 một chút kh hợp môi mình cũng kh lì lắm
thmai136,4,độ bền màu đúng màu công dụng cũng tạm
thminhphngnguyn712,3,độ bền màu nhanh trôi công dụng trét mỏ jwgw9ýqbmaớyc mspqơyv dmp1iywnap aitvwp1p
thminnh080,1,rất không hài lòng.
thmmo803,1,Khá thất vọng. Dù mở nắp son ra rất nhẹ tay nhưng vẫn bị bung đầu son.
thmsngcs281,1,"Trên thì đặt đỏ tươi đến khi lấy về nó ra màu đỏ cam ạ, thật là khó hiểu"
thn.m2008,3,đóng gói ổn giao không đúng mẫu son màu cũng không phải tự nhiên ra màu hồng đậm mong shop coi kỹ lại hẳn giao ảnh không liên quan
thngclinhnguyn498,1,ko lì bị trôi ăn bị trôi hết không mùi không lên màu
thnggiang375,5,"Công dụng:quánh lên cái mỏ hỗn :))
Độ bền màu:chưa biết mới ngửi mùi hoi

Hình ảnh chỉ mang tính chất minh hoạ , màu son ok ,mùi thơm vc meeeeee 😘"
thngngc122,1,đặt 201 202 giao 302 là sao đặt hàng 1 tháng thì mới giao k hiểu làm ăn kiểu gì
thngnguyn843,4,giao hơi lâu sp tốt
thngxun149,4,độ bền màu cũng được màu xinh lắm nha
tho123....,5,"xinh lắm nhe mn, shipper siêu funny"
thoabikim747,4,Ôk nhma ko đc bóng như hình
thoah303,4,"Hiệu ứng làm đẹp:màu môi đẹp
Làm đẹp:làm đẹp môi
Mẹo:sản phẩm tốt

Hình ảnh chỉ mang tính chất nhận xu. Shipper giao nhanh, thân thiện, hàng đóng gói khá kĩ"
thoannguyen794,1,tệ rất tệ luôn ạ cá nhân t thấy không nên mua
thoav078,1,rất không hài lòng.
thoconyoobi,5,"Làm đẹp:son môi
Kinh nghiệm sử dụng:chưa rõ
Mẹo:tô đậm 1 xíu sẽ đẹp nhé

Mình chọn câu son có sắc cam do mình chưa có màu này, màu son đẹp nha nhưng bạn cần tô đậm xíu mới thấy rõ sắc cam"
thoihuyn284,4,lợi ích đẹp làm đẹp 👍 giao chậm đúng vs mẫu
thoinghinghi,5,"Công dụng:son
Độ bền màu:mau trôi

Hoa Tulip tượng trưng cho sự nổi tiếng, giàu có và tình yêu hoàn hảo. Có lẽ vì nó nở vào mùa xuân, khi bóng tối của những ngày đông đã bị xóa nhòa, Tulip còn trở thành biểu tượng cho cuộc sống vĩnh hằng."
tholam12345,5,"Hàng chất lượng tốt, lên màu môi đẹp, giao hàng nhanh tặng shop 5 sao"
tholinhtrntng,1,Son màu này không đẹp. Lên màu không chuẩn. Bị bột và không dính vào môi. Nói chung màu này chất tệ hơn son cũ 
thomaitrn477,4,"Độ bền màu:ok
Công dụng:ok

sai màu"
thomath219,1,độ bền màu không son lên màu tạm không giống như quảng cáo lắm son tint thôi chứ ko phải son kem lì ko giữ màu được lên môi tầm 10p là hết thấy son uống nước xong là thấy son trôi dần luôn
thomdo03,1,Shop đóng gói cực kì sơ sài. Cs mùi như bình sịt côn trùng vô cùng khó chịu.CHÊ!!!! Ko nên mua
thomngan,4,son xing lắm ạaâ
thomtran5196,3,123wgscdjdidhsgacshxjxidusgsvzjxkcixhdhdbdcebekwow862twf2vwbdocpcuxyevecxncjfygegeipeixgxhdbdvdndkcodjebebdnckcigacsbxjckdhvdbdjxjcjdhdvejcofohsvsbskxkxhcvevwvahxocoywbdnckdkhsbdncj
thonguynthutho132,1,Mua màu 201 đưa màu 203
thongvan794,1,son đánh chả thấy màu gì lại còn nhanh trôi uống nước cái là trôi hết sạch sẽ với giá này thì đợi 3ce sale mua còn hơn quá là thất vọng
thonha2019,5,"Công dụng:làm đẹp
Độ bền màu:tốt"
thonhtt,4,công dụng làm đẹp độ bền màu lì màu đẹp cũng lì nên mua
thoothanhh726,1,Màu như hồng cánh sen chất son k mịn để lại lớp bột trên môi rất ghê
thordangiulavolisa,3,độ bền màu cũng hơi bền đi công dụng thoa son nói thật có pr qa lố không khi màu trên ảnh thì đẹp mà ra ngoài màu sến vãi thật chứ như đánh màu hồng cánh sen ý chất mùi thơm nhma thất vọng về cái màu chào mừng bạn đến với bảng nhớ tạm của gboard bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây nhấn vào một đoạn để dán vào hộp văn bản chạm và giữ một đoạn để ghim đoạn đó các đoạn đã bỏ ghim sẽ bị xóa sau 1 giờ chào mừng bạn đến với bảng nhớ tạm của gboard bất kỳ văn bản nào bạn sao chép sẽ được lưu tại đây
thotriu960,3,công dụng độ bền màu bth cá nhân mình thấy màu này có vẻ hơi tươi hơn ảnh và kh hợp với mình😭khi trôi để lại lớp base hồng hồng cam cam chả bt diễn tả ntn
thotrnh520,1,Màu ko giống hình. Vì đặt trùng màu mà chat với shop để hoàn lại 1 đơn shop ko trả lời. Gặp ngay thằng shipper âm binh. Kêu mình ra nhận hàng chưa gì đã tick 2 đơn phát thành công.
thovo322,1,Giá rẻ nên cung. Ko mong chờ gì nhiều. Nhưng mà chất son nó sao sao ý. Nó kiểu bị bột bột ko thấm vào môi đc
thovynhl,4,"ổn áp nha, chỉ có điều là mình đặt màu trầm còn ở ngoài nó hơi tươi quá thôi
nói chung ok đẹp nên mua
chất son cũng bám môi lắm"
thqunhtrang40nguyn,1,"sp cực tệ!!! kbiet phải son fake kh mà tán rất khó đặc biệt là màu sắc k hề giống trên ảnh ạ, tán trên tay thì còn thấy mịn chứ lên môi là k tán đc luôn ?? nó cứ bị dianh cục lại với nhau rất khó chịu"
ths7jkmyoy,1,rất không hài lòng.
tht_linh1234,4,màu đẹp nhưng độ bám hơn kém
ththuhtrn657,5,"Công dụng:ổn
Độ bền màu:ổn

Xinh"
thtrangl808,4,làm đẹp son mẹo được bao bì đỏ nâu thơm như kiểu kẹo á nên mua😶‍🌫️
thtrn964,4,độ bền màu ko bền màu son k giống trên ảnh bên ngoài nhìn nhạt hơn nhiều
thttrngth094,1,Sấu . Thiếu hàng
thu_ha26.6,5,"Son siêu xinh, cầm nặng tay xịn xò, chất son mềm mịn, mùi thơm nhưng mình không thích mùi lắm :D vận chuyển không nhanh lắm nhưng bạn shipper siêu nhiệt tình. Mua giá sale trên shopee mall nên mua được hàng chính hãng mà giá khá hợp lí"
thu_hien_1010,5,"Giao hàng và cbi nhanh, mặc dù biết là mua của mall thfi chính hãng nhưng mà chất son k thích bằng thỏi mình mua bên Hàn."
thu_thuy010307,5,"Công dụng:ok
Độ bền màu:ok

Được tặng kèm nhìu thứ lắm lun nè cái dâu gội dùng thích vch nhưng thấy đắt quá"
thu090507,4,làm đẹp cho bản thân lợi ích đánh môi hong biết có lì hay hong nhưng màu đẹp lắm ạ
thu1942011,4,hàng đẹp son lỳ nhưng giao tới thì cái hộp son bị móp như kiểu ai khui ra sài rồi á nhưng chất son đẹp mọi người nên mua
thu210206,5,"Công dụng:trong khi đó các nhà khoa học
Độ bền màu:gửi tin nhắn qua Yahoo tới

về r nè ní"
thu61009,4,màu san hô hơi khác so vs tưởng tượng của mình che khuyết điểm rồi dùng thì ok nma hơi dìm da mình
thuanthuan1012,5,"Lợi ích:bền màu
Hiệu ứng làm đẹp:lên màu chuẩn

Hàng đúng với quảng cáo, lên màu chuẩn…."
thuantran_123,5,"Hàng auth nha mn, nên mua, giao sớm hơn cả 2 ngày dự kiến nữa🤩"
thuanunique,5,"Công dụng:phù hợp
Độ bền màu:ổn

Shop giao đúng hàng, chất lượng ổn màu đẹp ưng ý, ..."
thubang2611,5,"Sp chất lượng 👌👌
Giao đúng hạn ko sớm ko muộn
Check mã đc nhe mn hàng auth nhe 😍😍
Mn cứ yên tâm mua 
Nói chung là rất chi là ok 👌👌"
thubanguyn694,1,"màu k giống, đánh lên nhanh trôi, chất son rất bột k dùng đc .phí tiền"
thubao047,1,rất không hài lòng.
thubinh220907,4,lợi ích tốt ☺️ bao bì bao bì đẹp làm đẹp 💋💋💋 2 thỏi đều đẹp nha nhma tại tớ da ngăm í nên dùng màu 21 không hợp huhu b nào da trắng thì tham khảo nha còn màu đác cô cô nớt thì xinh miễn bàn lun ròi
thuchuyen1512,5,"Giao hàng nhanh, mua đợt sale 11/11 nhưng k ưng màu này lắm, mùi thơm"
thuha_0011,5,"Giao hành siêu nhanh , son lên màu chuẩn. Giá thành hợp lí😊"
thuha080808,3,Căn bản son này rất ít dùng vài hôm là hết
thuhang15032002,5,"Mình đã dùng son này từ rất lâu. Và màu rất đẹp. Nhẹ nhàng nữ tính, không quá nổi bật, nhưng cũng không trầm"
thuhieb,4,làm đẹp môi mẹo đánh môi kinh nghiệm sử dụng dùng cx ok sản phẩm đóng gói cẩn thận sản phẩm dùng ok son bóng mùi thơm nhẹ ko bị khô môi mới màu ko giống trong hình ảnh lắm shop tặng kèm thêm mặt nạ nx
thuhienhnue,5,"Vỏ tím trông rất xinh, mua sale nên chỉ còn 149k,chất son cũng ổn tuy nhiên mình vẫn thấy nó k được bằng thỏi mình mua bên Hàn nhưng với giá này là quá ok khi mua hàng chính hãng rồi. Nên mua nha các bạn"
thuhienhnue,5,"Ngày mai các con cần chuẩn bị bài tập môn văn,môn anh và sinh học 
 + Môn văn soạn bài số từ và lượng từ 
+ Môn Anh học thuộc từ mới
+ Môn sinh học  học  thuộc bài ảnh hưởng của các điều kiện bên ngoài đến quang hợp,ý nghĩa của quang hợp
 Đề nghị PH nhắc nhở con học bài cũ và làm bài đầy đủ trước kh"
thuhienvil,5,"Màu son cũng đẹp, nhưng ko lì lắm, nhưng mik thấy cũng okela nha"
thuhinhong542,3,"Nhận hàng đầy đủ, đóng gói sản phẩm ổn. Sử dụng đc vài tuần qua thì cảm nhận của mình là son khô môi, nhanh trôi và hay để lại lớp bết bết thành cặn phía trong lòng môi"
thuhinn884,1,rất không hài lòng.
thuhngphm064,1,Màu son tươi hơn so với ảnh quảng cáo
thuhngphm208,4,"Kinh nghiệm sử dụng:màu khá ổn

Đóng gói bình thường
Chưa sử dụng lâu dài nên k bt có tác dụng không
Màu sắc đẹp"
thuhuong_519,5,"Công dụng:son môi
Kết cấu:kem
Độ bền màu:chưa dùng nên ch rõ

Màu son đẹp,giao hàng nhanh, đc tặng thêm 1 cây son xịn xò nữa."
thuhuonglan,1,rất không hài lòng.
thuhuongnguyenhoangle,3,công dụng lamf đẹp độ bền màu r30 thấy màu lên ko chuẩn lắm ăn mà có nước thì vẫn cứ mà trôi thoy ns chung tạm ổn thoy ạ tấm đầu là bôi 2 lớp tấm sau là bôi 3 lớp có cái mùi hoá học hơi nồng ạ
thuhuyen_008,2,"Công dụng:…

Màu khác với mẫu 
Mùi khó chịu lắm"
thuithuitaoxaugai,5,"Độ bền màu:ok
Công dụng:ok

Chưa dùng kh biết chất lượng sao đóng gió chắc chắn gửi hàng hơi lâu giao hàng nhanh ok"
thulan2377,4,"Độ bền màu:tạm ổn
Công dụng:đánh"
thulangthiqc,3,độ bền màu tùy mỏ công dụng tô mỏ bóc đơn ra đã thấy hộp son bị bóc trước r mùi kẹo tô lên cứ bị màu hồng chắc do sắc tố da
thuli558,5,"Công dụng:lamf ddepj

Chuẩn bị hàng nhanh, vận chuyển nhanh , hàng chuẩn"
thulinhbi331,4,công dụng đánh môi độ bền màu cũng tạm nhưng mà mùi kh thơm lắm nó có cái mùi hơi lạ giống socla
thulnhnguynth007,4,"Lợi ích:làm đẹp
Kinh nghiệm sử dụng:chưa có kinh nghiệm
Bao bì:đẹp"
thungc061,4,màu lên đẹp lắm nhưng lúc lấy ra thì bị nứt 1 ít nên hơi buồn xíu😢
thungn217,1,Giống sáp vẽ tranh vl mua về vứt sọt rác chứ sài đuoc gì mùi thì ghê
thunguyen2190,5,"Màu son đẹp, chính hãng nên khá yên tâm"
thunguyenbtanb,5,"Lợi ích:son để được xinh

đẹp nhoa hợp dới mọi mào da ( tui nghĩ zay tại ai cũng nghĩ z 😞 ) coá tem dán trên son nha, gỡ ra là dùng được á không dính lớp keo đâu"
thunhhlmth,1,"Bao bì:không giống hình xấu
Làm đẹp:son không giống hình

Son lõng, có mùi thấy ghê, khác với mẫu, giao hàng lâu"
thunphm772,3,Hàng về hơi lâu ng thiết kế sang son đẹp
thuong0829,5,"son đẹp, hàng chính hãng nên yên tâm mua nhé mọi người ơi, nhé nhé"
thuonglee_91,4,sản phẩm bị bung nắp hộp đóng gói không đạt sản phẩm bên trong thì ok son có hương hơi gắt
thuongmanh060,1,lừa đảo
thuongtran1601,4,công dụng tô son độ bền màu hơi bền màu không ưng ý lắm chưa dùng lần nào cả nên chưa biết
thuongttd,4,shop đóng gói kỹ giao hàng nhanh son màu đẹp còn kèm thêm quà tặng nên rất hài lòng về shop 😃
thuphan018,5,"Son màu đẹp , chất tốt, xinh đẹp tuyệt trần không còn gì để chê cả nhé"
thuquynh152,1,"Màu 203 không hề đẹp một chút nào Mình là người dễ tính, sẽ bỏ qua hết chỉ cần màu son đẹp đằng này màu vừa kén da vừa bị khô môi Có rất nhiều cây có giá tương đương nhưng màu thực sự đẹp cảm thấy hơi tiếc Không recomend cho các bạn cây son này"
thusbs663,1,son chẳng giống mẫu quảng cáo mua son lì lại giao son bóng
thuthanh1908,5,"Giao hàng nhanh, có thêm set quà dth lắm. Son mùi thơm, chất son mềm mịn không gây khô môi. Son Blackrouge vẫn hơn Romand và Merzy nhiều :)"
thuthao.0101,5,"Chất son lên môi mềm mịn, màu đẹp lắm ạ. Shop giao hàng nhanh và tư vấn cho khách nhiệt tình sẽ quay lại ủng hộ shop tiếp ạ"
thuthao12344321,5,Hàng rất đẹp giao nhanh hơn dự kiến hình ảnh và vi đeo mang tính chất xu hướng
thuthuthu3939,4,lúc mới đánh thì đẹp như s nách nhưng sau 1t là nó xuống tông với bay đi lớp bóng thì hơi sấu kinh nha dù có lấy giấy lau đi son lại thì màu nó kh đc đc nữa
thutran20102001,5,Giao hàng siêu lâu hiccc nhưng bù lại săn sale được giảm giá còn được tặng kèm quà tặng son chính hãng nên cũng yên tâm
thutrangg772,5,"Son chuẩn real nhé , mùi nho sữa thơm lắm , mình mua với gí sale còn 155 khá rẻ"
thutrmmv,1,"Chất son bột quá, đã thế màu son còn ko giống hình nữa == chê"
thuu188,5,Hinh anh mang tính minh hoạ xon đẹp sẻ ủng hộ dài dài giao hang nhanh
thuuanh162,4,độ bền màu ok công dụng son môi thơm lì nên mua
thuucucc302,1,"Shop giao thiếu hàng ạ, khi nhắn hỏi thì shop cho dù có đang online cũng không hề phản hồi cho khách hàng, thật sự rất mất uy tín"
thuuvann1234,5,"Son lên màu đẹp , giao hơii lâu thôi , chất lượng ok , đóng gói kĩ "
thuuyenle12,5,"San pham tot, chinh hang nen rat yen tam luon, mau dep lan sau mua lai"
thuuyenle12,5,"Sản phẩm đẹp, đóng góp cẩn thận, hàng chính hãng nên rất yên tâm"
thuwh234,1,rất không hài lòng.
thuwmink483,3,công dụng đánh độ bền màu 6 10 màu minh hoạ khác với màu thực tế lắm nhé mọi người
thuy.biin,5,Giao hàng nhanh đóng gói cẩn thận
thuy_ha1993,5,"Nhìn vỏ thì xịn xò,xong có mã vạch nữa.. Mua của shop Mall thì mìn yên tâm r. Nhưng mình chưa đánh thử,mong là hợp với mình."
thuy_le_1.,4,đánh trên môi rất già đối với da ngâm nha màu này thiên về màu hồng nhiều ý mn cân nhắc kĩ nha chứ tui khum hợp màu này ròi😪
thuy_nhi_japan,4,son mình mua màu 24 hơi khô ạ màu thì nghiêng về màu hồng hơn tạm ak
thuy_nhung09,5,"Công dụng:đánh lên môi
Độ bền màu:đẹp

Trời ơi xịn lắm nha mình không dám mở ra luôn á chất lượng thật sự có mùi nho thơm ghê luôn á , đúng là hàng chính hãng mà tuyệt nên mua"
thuy_tien99,5,So good❤️❤️ mùi thơm cực 
thuy18121988,5,Giao hàng nhanh. Màu chuẩn. Chất lượng 
thuy2621985,4,công dụng đỏ môi độ bền màu text ra tay thấy cũng bền màu trầm ko hợp với ra tối hủy đơn nhưng shop vẫn giao
thuy270301.,5,Son đẹp.màu thơm xĩu đc tặng thêm cây tán son xịn.lắm gdcghggv
thuy280601,5,👍👍👍
thuyan80377,3,son kích thước nhỏ không lên màu nhiều chỉ hỗ trợ làm bóng nhưng bù lại giao hàng nhanh mùi son thơm và rất dễ chịu
thuyanh_2412,4,Chưa nhận hàng mà nói nhận rg
thuydao2005,5,Màu này hợp vs da ngăm như mình. Chất kem lì bắt son lên màu đẹp
thuyduong_0419,3,làm đẹp c cũng tạm thôi mọi người oi tự nhiên có thêm kim tuyến ko thích
thuyduong1234567,4,"Lợi ích:chét mỏ

Tưởng cây son bự"
thuyduong151193,4,giao hàng tương đối nhanh màu 302 nhạt hơn màu 308 được cái đánh lên mềm môi son k mùi
thuyduong2827,4,son lên màu nhưng dễ trôi ko mùi ko ăn vào môi đánh phát trôi toẹt luôn siêu thất vọng
thuyduong9795,4,Màu nó không giống như trên đây
thuyduongg95,5,"Màu xinh.  Đánh giá nhận sao cjsj
Son đánh hơi khô một chuet dùng dưỡng trước oke"
thuyduonggiangthi,5,"Thời gian giao hàng nhanh,son mềm mịn,có tem đầy đủ hdjdjvxh"
thuyglhd90,4,màu lên rất đẹp son có mùi thơm rất dễ chịu lâu trôi rất ưng sẽ ủng hộ lần sau
thuyhau2302,4,hiệu ứng làm đẹp ok kinh nghiệm sử dụng ok bao bì ok ok3 cho e nha để tui lấy tiền hàng nx nha c oanh nữa á châu âu mà trên shoping á châu âu và các bạn ạ giá rẻ nhất hà nội dung hinh anh em lâu ngày mới thấy mà không rep e xin số chứ t đi mua cho tao xe hơi nhát và chiên con hay không khó mua đồ cho em xin lỗi mình đi mua cho
thuykieu29092004,5,"a12 là màu mình cực thích 
Nhân dịp sale nên mình mua tận 2 câyyy "
thuykieu29092004,5," a12 là màu mình cựMàuc thích 
Nhân dịp sale nên mình mua tận 2 cây "
thuykun21798,5,Video với ảnh không liên quan lắm. Do mình đặt hàng giùm bạn. Mình cũng đang dùng Blackrouge nên yên tâm về sản phẩm. 
thuylambong,3,công dụng oánh lên môi độ bền màu bth màu nhạt v k giống trên ảnh dùng chán lắm k thích dù sao cũng cám ơn shop
thuylamyeuthuylam,4,"Công dụng:thui

Chia sẻ kinh nghiệm đầy mình và mọi người tìm việc làm giúp em với ạ"
thuyle.304,5,"Màu son cực đẹp luôn ,mùi thơm nữa ,quét mã chính hãng ,đóng gói cẩn thận"
thuylethuylethuyle15042000,1,Làm ăn kì nha son hết mà giao hàng thiếu làm người ta chờ lâu lắc à bạn phải nhắn tin báo khách chứ chơi vậy sao được thôi ko có hoàn tiền gì cả
thuylinh2500,4,"Hiệu ứng làm đẹp:đẹp

Đẹp"
thuylinh2500,4,hiệu ứng làm đẹp đẹp đẹp
thuylinh270799,5,"Công dụng:mau ok dang tien mua
Độ bền màu:tốt, lâu trôi, ít khô môi, nên mua nha, vì mua giảm giá nên quá tốt"
thuylinh280999,3,đặt 2 thỏi mà thỏi nào cũng màu hồng cánh sen 🥲
thuylinh8275,5,"Công dụng:bôi
Độ bền màu:lì

Mik thik mùi của son kiểu giống kẹo ngọt í son màu đẹp và test lên môi thì màu hơi khác chút tùy vào sắc tố môi của mỗi người
10/10"
thuylinhhb07,5,Tốt nhất là không giống như thế là tui đi đâu chơi vui vẻ nhé anh
thuylinhnguyen1002,3,do là son bóng nên độ bền màu ko cao chỉ phù hợp cho mấy bạn makeup nhạt nhòa thôi với mình xem review là base đỏ mà màu này lại ra base hồng tím khá hụt hẫng
thuylinhnguyen998,5,"Son màu đẹp,hành chính hãng,chất lượng tốt mỗi tội giao hàng hơi chậm 🥳"
thuylinhnguyenthi842,4,son rất đẹp rất thích
thuylinhtrn050,1,"Công dụng:chê thậm tệ không bao giờ mua hàng shop này nữa
Độ bền màu:không giao đúng màu màu sấu giá thành đắt

Sấu thậm tệ giao hàng lâu giá thành đắt"
thuym_i,4,cái chai quá đáng yêu nên mua thử son này độ bám và khó tán y như son tint còn độ bóng thì ít lắm lun nên các bạn cân nhắc nha 6 10 thui được cái vỏ son xinh xắn chứ để dùng mỗi ngày thì… có nhiệu sự lựa chọn khác tiện lợi hơn
thuymai2509,5,"Hmmmmm
Đóng gói sản phẩm hơi sơ sài
Mua ơi mall nên yên tâm hơnn"
thuynga200395,5,Màu 11 siêu thích mọi người nhớ. Nhìn vậy thui chứ ở ngoài lên màu đẹp cực. Yêu.
thuyngan28122001,5,Ảnh không liên quan nhưng mà son đẹp lắm mọi người ạ. Mua của mall nên cũng rất an tâm về chất lượng sản phẩm. Giao hàng nhanhhhhh
thuyngan95_oaihuong.,3,"Son mềm,nhưng hơi nhanh trôi"
thuyngan95_oaihuong.,3,son mềm nhưng hơi nhanh trôi
thuyngo0o,5,"Công dụng:ddep

Hãy đánh giá bằng những gì mình nghe thấy và chứng kiến 🖤🖤🖤🖤"
thuyngoc0505,5,"Mua A12 được tặng thêm nhiều quà quá nè :33. Màu A12 chả cần nói nữa rồi, mùi thơm lắm nha"
thuynguxi,4,công dụng son độ bền màu cũng lì màu kh đc đẹp lắm nói chung là tiền nào của đấy son lì ạ
thuynguyen_2001,4,đóng gói cẩn thận son dễ phai nha
thuynhibr,2,công dụng son bóng độ bền màu khônglì như quảng cáo
thuynhung_14.5,1,công dụng màu đậm hơn quảng cáo k mượt mà kiểu 1 lượt mỏng dính chắc trên môi
thuyquyen0609,5,Giao hàng nhanh đóng gói cẩn thận chất lượng sản phẩm tuyệt vời son thơm lắm chính hãng nên mua nha
thuyquynh2705,4,Cũng đc
thuythanh.dtkt_135,5,"Chất son mịn, màu đẹp lắm ạ. Hàng chính hãng, có phần quét mã k sợ mua phải hàng fake nha mn"
thuythuyloi1,5,"Mình chưa dùng son nên k đánh giá chất lượng nhưng vì mua ở mall nên cảm thấy yên tâm. Có điều khi mình mở hộp ra mình thấy 1 đầu hộp k dc dán tem niêm phong nên cảm thấy k dc hài lòng lắm. Shop gửi hàng đúng mã sản phẩm, hạn sử dụng còn xa"
thuytien1170,3,"Màu đẹp, giao đúng sản phẩm có điều dễ bị trôi"
thuytienkt14,5,"Màu rất xink, da ngăm hay da trắng đều dùng đc, làm sáng da, chất son mềm"
thuytramdn123,5,"Độ bền màu:ok
Công dụng:ok

Chắc ai đó sẻ cần:
Nhượng lại nhà Biệt thự khu Làng chài Hội An
DT 225m2 xây 3 tầng gồm 9 phòng( có 5 căn hộ )
Giá 9tỷ thương lượng 
Xin liên hệ Thắng 0935.333.979 ❤️"
thuytrang040510,4,công dụng son môi độ bền màu tốt son dùng oke nhưng shop đóng gói ko cẩn thận cho lắm khi mở ra mình thấy phần nắp chưa đc đóng kĩ giống như là đã đc mở ra vậy nhưng son xinh nên thông cảm đc hihi
thuytrangnguyen161,5,Mùi thơm son mịn đẹp rất okeokeoekeokeokeoekoekeoemeomekekeokeoekejdjkdkdkd
thuytrangtre,5,Son đẹp và thơm  thời gian giao hàng nhanh đóng gói sản phẩm đẹp 
thuyvi2108,5,"Công dụng:oke con dê

Dùng cũng  được tạm ổn ai thích thì mua ko thích mua thì khỏi mua"
thuyviet.16,5,"Độ bền màu:bền
Công dụng:đẹp

Bánh tráng trộn cho t mượn bài viết này ngõ làm việc tại t nghe mấy đứa bạn thân của mình và điều trị thâm quầng mắt j t đem lại cho bạn bè"
thuyvitt1999,5,"2 cây checks được mã vạch, 1 cây a12 không checks được mã vạch. Màu đẹp, gh nhanh"
thuyvvy0811,4,hm giao hàng thì cỡ 12 13 ngày mua sale nên chỉ có cỡ 25k nên k đòi hỏi nên xem review rồi hãy chọn màu nha tui thấy màu cũng ok mà có cái hơi hồng xí
thuyylinhh451,3,cũng dc
thuyymai998,5,thíchhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
thuyythu490,1,cailonsat t đã nhận được hàng đâu mà đơn hàng đã được giao thành công nt cho shop mà shop kh giải quyết thất vọng qua
thv1103,1,Màu son không hề giống hình Một hai ba bốn năm sáu bảy tám chín mười
thx257kkk,3,độ bền màu bền bền bền công dụng thêm màu cho môi vỏ đẹp vcl kakckam zi vó c jạbc nsndiv
thxunnguyn448,5,"Công dụng:son môi
Độ bền màu:lúc nó phai ra màu hồng cánh sen á🤣

Hàng okla xịn nhà mn sẽ ủng hộ shop trong thời gian sau"
thy26102007,5,"Shon của black rouge thì ưng khỏi bàn ròi , mua lần nào cũng ưng, giao hàng nhanh"
thybch112,4,"Lợi ích:dưỡng môi

Hàng cực khá tốt , nhưng màu thì ko giống ảnh màu ko sáng vs bóng như mình nghĩ"
thycm048,1,"Son mk đã mua lần thứ hai, son mịn nhưng ko lì, mùi socola thơm xỉu, sẽ mua ủng hộ shop típ..."
thyduyn690,1,Đặt hương đào giao hương hoa
thyduytrn217,1,rất không hài lòng.
thyhenni_17,4,kinh nghiệm sử dụng màu đẹp lên chuẩn
thyhngonth470,1,"Công dụng:dưỡng
Dành cho da:ko bt
Mùi hương:như đèn sáp

Cho tiền cũng không mua lại👍"
thykhng862,1,Lừa đảo lấy son có màu thì cho ko màu
